signal,start,end,ts,component,unit,subcomponent,value,elapsed,rolled_value
jcarbon.emissions.Emissions,2024-06-05 16:54:38.983480006,2024-06-05 16:54:38.990165157,5878334906852361.0,os=Linux,GRAMS_OF_CO2,socket=0,4.2594997339798576e-05,3.111193687,2.9389895787910523e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.983538139,2024-06-05 16:54:38.990133934,5878334906852361.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828268,4.202565813081212e-05,3.11125182,2.9390235388052276e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.985172510,2024-06-05 16:54:38.989362716,5878334906852361.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.770137458454206e-05,3.112886191,2.9427936762636816e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.985172510,2024-06-05 16:54:38.989362716,5878334906852361.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.112886191,2.942747161826389e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.989362716,2024-06-05 16:54:38.993552684,5878334906852361.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.76992331797636e-05,3.117076397,2.9464705707070727e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.989362716,2024-06-05 16:54:38.993552684,5878334906852361.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.117076397,2.9418266308734642e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.990165157,2024-06-05 16:54:38.990227364,5878334906852361.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828268,3.830383142861219e-07,3.117878838,2.9367944434672573e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.990165157,2024-06-05 16:54:38.996656646,5878334906852361.0,os=Linux,GRAMS_OF_CO2,socket=0,3.997120908847723e-05,3.117878838,2.9211352011588886e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.993552684,2024-06-05 16:54:38.997742891,5878334906852361.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.770138358204112e-05,3.121266365,2.9210665939942987e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.993552684,2024-06-05 16:54:38.997742891,5878334906852361.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00019171293121042398,3.121266365,2.9383673383242958e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.996656646,2024-06-05 16:54:39.003384905,5878334906852361.0,os=Linux,GRAMS_OF_CO2,socket=0,4.4474974693077546e-05,3.124370327,2.9409442870025577e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.996786474,2024-06-05 16:54:39.003353468,5878334906852361.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828254,2.170449234784155e-05,3.124500155,2.9389162704747546e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.996786474,2024-06-05 16:54:39.003353468,5878334906852361.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828269,2.170449234784155e-05,3.124500155,2.9410867197095385e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.997742891,2024-06-05 16:54:39.001932382,5878334906852361.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.138984465006669e-05,3.125456572,2.9410269980482602e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:38.997742891,2024-06-05 16:54:39.001932382,5878334906852361.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.125456572,2.9410269980482602e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.001932382,2024-06-05 16:54:39.006128787,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.1458151130713286e-05,3.129646063,2.945116317412646e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.001932382,2024-06-05 16:54:39.006128787,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.129646063,2.9450598216639603e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.003384905,2024-06-05 16:54:39.003497778,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828254,4.061493925446062e-07,3.131098586,2.9401307391269145e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.003384905,2024-06-05 16:54:39.003497778,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828269,4.061493925446062e-07,3.131098586,2.9377545455454746e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.003384905,2024-06-05 16:54:39.009994620,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.7567296557068074e-05,3.131098586,2.9400944666804874e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.006128787,2024-06-05 16:54:39.010321855,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.142518342375383e-05,3.133842468,2.9400375638145758e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.006128787,2024-06-05 16:54:39.010321855,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.133842468,2.9400375638145758e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.009994620,2024-06-05 16:54:39.016729830,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.134605208349895e-05,3.137708301,2.9441495851110803e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.010321855,2024-06-05 16:54:39.014514446,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.142047092863256e-05,3.138035536,2.9482690482920982e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.010321855,2024-06-05 16:54:39.014514446,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.138035536,2.94388875507961e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.014514446,2024-06-05 16:54:39.018703699,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.138749334222841e-05,3.142228127,2.946589496858024e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.014514446,2024-06-05 16:54:39.018703699,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00019513047053312642,3.142228127,2.9646645363555277e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.016729830,2024-06-05 16:54:39.023303745,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.698918119371563e-05,3.144443511,2.9679254469190895e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.016846518,2024-06-05 16:54:39.023272754,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,4.593359783288624e-05,3.144560199,2.9683339505326735e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.018703699,2024-06-05 16:54:39.022894620,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.125612567760142e-05,3.14641738,2.9547104073065182e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.018703699,2024-06-05 16:54:39.022894620,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.14641738,2.9508653143842667e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.022894620,2024-06-05 16:54:39.027084827,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.124909694245375e-05,3.150608301,2.954990224078512e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.022894620,2024-06-05 16:54:39.027084827,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.150608301,2.9549795053182772e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.023303745,2024-06-05 16:54:39.023366791,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,4.284445366736393e-07,3.151017426,2.9550116310117092e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.023303745,2024-06-05 16:54:39.029818104,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.4269922334180635e-05,3.151017426,2.9594279044848926e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.023366791,2024-06-05 16:54:39.029786498,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828250,2.18133457411693e-05,3.151080472,2.9577351826383922e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.023366791,2024-06-05 16:54:39.029786498,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828283,2.18133457411693e-05,3.151080472,2.956092608351703e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.027084827,2024-06-05 16:54:39.031278610,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.128429968319334e-05,3.154798508,2.956363224982703e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.027084827,2024-06-05 16:54:39.031278610,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.154798508,2.956363224982703e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.029818104,2024-06-05 16:54:39.029979950,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828250,5.013354134802067e-07,3.157531785,2.9563235405440663e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.029818104,2024-06-05 16:54:39.029979950,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828283,5.013354134802067e-07,3.157531785,2.9517283231384014e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.029818104,2024-06-05 16:54:39.036662750,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.240405610933409e-05,3.157531785,2.9514346051074842e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.029979950,2024-06-05 16:54:39.036631033,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829253,2.0602445818223335e-05,3.157693631,2.9496376958745563e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.029979950,2024-06-05 16:54:39.036631033,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829264,2.0602445818223335e-05,3.157693631,2.9516979404563788e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.031278610,2024-06-05 16:54:39.035468101,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.124204851897234e-05,3.158992291,2.951955998254816e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.031278610,2024-06-05 16:54:39.035468101,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.158992291,2.951955998254816e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.035468101,2024-06-05 16:54:39.040520429,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,4.724122490125818e-05,3.163181782,2.956579461384167e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.035468101,2024-06-05 16:54:39.040520429,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00018212177249587346,3.163181782,2.9702908606242743e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.036662750,2024-06-05 16:54:39.036850259,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829253,6.430546839562105e-07,3.164376431,2.9688954399980752e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.036662750,2024-06-05 16:54:39.036850259,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829264,6.430546839562105e-07,3.164376431,2.9675000193718766e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.036662750,2024-06-05 16:54:39.043254804,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.521437586027629e-05,3.164376431,2.9705617308633106e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.036850259,2024-06-05 16:54:39.043223625,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828252,4.3714412202798345e-05,3.16456394,2.971004962760623e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.040520429,2024-06-05 16:54:39.044699907,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.907973911588098e-05,3.16823411,2.956237737966952e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.040520429,2024-06-05 16:54:39.044699907,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.16823411,2.9522126507961617e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.043254804,2024-06-05 16:54:39.043368565,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828252,7.805593080192133e-07,3.170968485,2.9522907067269636e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.043254804,2024-06-05 16:54:39.050031164,5878334956064316.0,os=Linux,GRAMS_OF_CO2,socket=0,4.649529164203089e-05,3.170968485,2.956914851485699e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.043368565,2024-06-05 16:54:39.049999230,5878334956064316.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,4.549562050357519e-05,3.171082246,2.961439029130589e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.044699907,2024-06-05 16:54:39.048867225,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.8966038403100794e-05,3.172413588,2.9653102485654317e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.044699907,2024-06-05 16:54:39.048867225,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.172413588,2.9612229928131338e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.048867225,2024-06-05 16:54:39.053090333,5878334956064316.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.948769652530529e-05,3.176580906,2.961071562879492e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.048867225,2024-06-05 16:54:39.053090333,5878334956064316.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.176580906,2.961071562879492e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.050031164,2024-06-05 16:54:39.050161928,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,7.746744148318486e-07,3.177744845,2.956631473295708e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.050031164,2024-06-05 16:54:39.056629100,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,3.908760981537723e-05,3.177744845,2.956131897406362e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.050161928,2024-06-05 16:54:39.056597574,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828282,1.9063084255280223e-05,3.177875609,2.9539188773824497e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.050161928,2024-06-05 16:54:39.056597574,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829261,1.9063084255280223e-05,3.177875609,2.955825185807978e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.053090333,2024-06-05 16:54:39.057281255,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.918674495116523e-05,3.180804014,2.955654390922204e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.053090333,2024-06-05 16:54:39.057281255,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00017749155793915343,3.180804014,2.9734035467161194e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.056629100,2024-06-05 16:54:39.056761049,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828282,4.1176198225737527e-07,3.184342781,2.9733527949162444e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.056629100,2024-06-05 16:54:39.056761049,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829261,4.1176198225737527e-07,3.184342781,2.969304753032843e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.056629100,2024-06-05 16:54:39.063181167,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,4.089295251655009e-05,3.184342781,2.9714049618540566e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.056761049,2024-06-05 16:54:39.063150271,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828283,3.987659953167408e-05,3.18447473,2.973403535376783e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.057281255,2024-06-05 16:54:39.061393499,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.7653184521262805e-05,3.184994936,2.973083816638219e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.057281255,2024-06-05 16:54:39.061393499,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.184994936,2.956150460550572e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.061393499,2024-06-05 16:54:39.065583467,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.836485340903566e-05,3.18910718,2.9599459389932957e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.061393499,2024-06-05 16:54:39.065583467,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.18910718,2.9599049320951155e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.063181167,2024-06-05 16:54:39.063334836,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828283,1.213185911192602e-06,3.190894848,2.955378794094241e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.063181167,2024-06-05 16:54:39.069943206,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,5.338494065644282e-05,3.190894848,2.9570417064390303e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.063334836,2024-06-05 16:54:39.069911962,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828247,5.1925089636416936e-05,3.191048517,2.9622342154026722e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.065583467,2024-06-05 16:54:39.069772243,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.835393902848107e-05,3.193297148,2.9623766035597592e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.065583467,2024-06-05 16:54:39.069772243,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.193297148,2.9623766035597592e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.069772243,2024-06-05 16:54:39.073961257,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.8356118242048175e-05,3.197485924,2.962416023738083e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.069772243,2024-06-05 16:54:39.073961257,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.197485924,2.9587076668880984e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.069943206,2024-06-05 16:54:39.070073649,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828247,7.597839357985734e-07,3.197656887,2.9550931594994977e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.069943206,2024-06-05 16:54:39.076471669,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,3.8025967762588724e-05,3.197656887,2.9588957562757567e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.070073649,2024-06-05 16:54:39.076440810,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829279,3.7086441161604525e-05,3.19778733,2.9625163608631277e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.073961257,2024-06-05 16:54:39.078150510,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.835830661197482e-05,3.201674938,2.9619037239147776e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.073961257,2024-06-05 16:54:39.078150510,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00017815301716704227,3.201674938,2.9760281189748802e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076471669,2024-06-05 16:54:39.076530072,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829279,4.3472524613424047e-07,3.20418535,2.9760715914994933e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076471669,2024-06-05 16:54:39.083232981,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,5.032811710683346e-05,3.20418535,2.9774126574462063e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076530072,2024-06-05 16:54:39.083201358,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,1.2414501174519772e-05,3.204243753,2.9590308173078364e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076530072,2024-06-05 16:54:39.083201358,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828277,1.2414501174519772e-05,3.204243753,2.955292085820177e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076530072,2024-06-05 16:54:39.083201358,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829253,1.2414501174519772e-05,3.204243753,2.9549186421546248e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.076530072,2024-06-05 16:54:39.083201358,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829270,1.2414501174519772e-05,3.204243753,2.954545198489072e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.078150510,2024-06-05 16:54:39.082340717,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.493435193765681e-05,3.205864191,2.9564237398998338e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.078150510,2024-06-05 16:54:39.082340717,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.205864191,2.9528277085359827e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.082340717,2024-06-05 16:54:39.086529731,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.49244057269179e-05,3.210054398,2.9563201491086746e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.082340717,2024-06-05 16:54:39.086529731,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.210054398,2.9527333208399705e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.083232981,2024-06-05 16:54:39.083380475,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828103,2.52678350015192e-07,3.210946662,2.952758588674972e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.083232981,2024-06-05 16:54:39.083380475,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3828277,2.52678350015192e-07,3.210946662,2.9527597934228667e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.083232981,2024-06-05 16:54:39.083380475,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829253,2.52678350015192e-07,3.210946662,2.9527609981707618e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.083232981,2024-06-05 16:54:39.083380475,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829270,2.52678350015192e-07,3.210946662,2.9527622029186562e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.083232981,2024-06-05 16:54:39.089922440,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,4.584000603724291e-05,3.210946662,2.9536576423161217e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.086529731,2024-06-05 16:54:39.090720415,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.493832875452392e-05,3.214243412,2.953552202260515e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.086529731,2024-06-05 16:54:39.090720415,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.214243412,2.9499373537926312e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.089922440,2024-06-05 16:54:39.096819497,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,3.8825451475684354e-05,3.217636121,2.9538198989401997e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.090720415,2024-06-05 16:54:39.094908475,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.49164520931837e-05,3.218434096,2.9571906910591335e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.090720415,2024-06-05 16:54:39.094908475,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.0,3.218434096,2.952027902611335e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.094908475,2024-06-05 16:54:39.099097013,5878335005329740.0,jcarbon.nvml.NvmlEstimatedEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,3.492043724719308e-05,3.222622156,2.9519192104817307e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.094908475,2024-06-05 16:54:39.099097013,5878335005329740.0,jcarbon.nvml.NvmlTotalEnergy,GRAMS_OF_CO2,device=0:name=Quadro P5000,0.00019546120014707086,3.222622156,2.951864088879834e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.096819497,2024-06-05 16:54:39.103478126,5878335005329740.0,os=Linux,GRAMS_OF_CO2,socket=0,4.552041099264591e-05,3.224533178,2.9515611255618107e-05
jcarbon.emissions.Emissions,2024-06-05 16:54:39.096956208,2024-06-05 16:54:39.103445316,5878335005329740.0,process=3828103,GRAMS_OF_CO2,process=3828103:task=3829256,4.436151392961922e-05,3.224669889,2.9559972769547723e-05
